 Month	  Low     2      3      4      5      6      7      8      9    High 
193106  37.26  35.60  20.67  22.96  20.12  15.21  17.21  11.54  10.59   8.26
193107 -15.98 -12.41 -10.82 -11.81  -9.26  -9.52  -6.65  -5.12  -4.34  -1.43
193108   6.96  -0.97   5.86   0.00   2.83   0.40  -5.39  -1.17   1.03  -0.42
193109 -41.28 -38.67 -34.96 -28.15 -31.42 -28.95 -33.48 -27.50 -26.91 -23.02
193110   1.54   8.68   4.50   2.51   6.33   8.96  10.15   5.81   9.99  11.57
193111 -13.29 -19.77 -14.79  -9.89 -15.24 -11.99  -8.66  -6.00  -5.98  -6.43
193112 -30.15 -23.93 -21.73 -22.75 -19.96 -14.77 -12.99  -9.88 -10.59  -6.72
193201  16.90   9.81   2.72   1.71   0.72  -3.04  -4.04  -3.45  -1.02  -1.01
193202  10.01  -0.77   6.54  -0.13   7.20   4.41   5.60   8.25   5.51   1.13
193203 -20.60 -23.16 -17.16 -15.08 -14.52 -11.97 -14.03  -9.79  -6.56  -3.32
193204 -24.84 -20.96 -23.12 -22.97 -17.19 -23.08 -23.80 -19.63 -13.53  -9.95
193205 -36.17 -39.28 -32.69 -21.73 -25.93 -24.68 -18.28 -16.52 -20.08 -13.55
193206   5.96   2.64  -1.06  -7.46  -4.24   2.25  -0.14  -3.52   5.50   1.33
193207  74.44  80.01  61.60  51.45  45.30  44.28  32.12  32.22  22.30  13.80
193208  93.90  75.62  66.39  49.48  60.65  43.44  33.77  26.79  23.48  14.37
193209  -6.16  -4.85  -6.60   1.57  -6.35  -0.71  -2.39  -2.98  -5.18  -4.89
193210 -19.31 -16.09 -21.58 -12.67  -9.22 -11.48 -12.97 -10.01 -14.48  -3.13
193211   1.89  -8.50  -8.63  -7.23  -2.41  -2.61  -3.02  -8.26  -5.78 -20.83
193212  -7.53   2.22   5.27   2.94   4.32   5.40   4.92   4.66   6.97   2.54
193301  -1.30   1.70   2.52   4.15   0.23   0.96   1.18  -0.94   5.10  -2.56
193302 -24.08 -19.46 -19.61 -20.26 -14.04 -14.41 -15.24 -11.14 -16.20 -16.09
193303  -2.86   8.63   6.96   9.01   5.54   3.50  -2.15   0.17   6.88   8.48
193304  71.04  51.64  51.94  62.19  34.41  43.38  36.72  28.10  33.02  28.87
193305  47.35  33.33  16.73  19.92  17.67  25.51  22.76  21.11  20.96  19.29
193306  23.71  10.29   8.26  14.14  11.68   9.20  12.22  17.38  18.78  16.90
193307  -6.38  -8.28 -11.30  -9.10 -11.47 -14.52 -10.93  -5.99 -10.49 -13.35
193308   5.54   5.38  11.11  13.20  15.35  17.26  19.11  18.51  22.63  17.56
193309 -19.15 -11.91  -9.57  -8.16  -9.10  -5.19 -11.74 -12.73 -12.14  -6.85
193310  -8.53  -7.54  -7.31 -10.14  -8.16  -8.58  -7.21 -10.26  -8.84  -8.23
193311  -1.23   2.23  11.60  13.16   8.29   9.35  10.02  21.56   9.20   7.49
193312   0.78   4.14  -1.76   0.60  -0.27   0.88   2.50   8.00   5.88   1.88
193401  22.54  14.90  12.27   9.58   8.91  15.08  14.42  10.83  10.04  12.36
193402  -1.62   0.42  -3.96  -0.43  -3.43  -2.28  -4.09  -3.26  -3.54  -0.09
193403  -0.60  -0.18   0.85  -0.88  -0.19  -0.38   3.78  -0.17   1.68   0.86
193404  -0.24  -0.14  -0.33  -2.48  -3.52  -0.48  -3.45  -4.25  -5.70  -8.00
193405  -5.78  -6.45  -5.80  -5.20  -9.60  -9.63  -7.67  -6.84 -11.57  -8.42
193406   1.85   5.23   2.63   3.23   1.58   3.34   2.63   0.80   2.86   2.19
193407 -27.02 -16.59 -18.36 -14.49 -13.66  -8.90  -8.86  -8.08  -7.46  -8.02
193408   2.71   2.61   6.97   6.38   5.15   5.13   6.21   5.07   6.46   9.52
193409   1.60  -0.18   1.60  -1.28  -0.93  -0.82  -1.04   1.21   0.29  -1.50
193410  -6.52  -5.11  -4.59  -3.83  -3.04  -1.08  -0.67  -2.49   0.98   2.32
193411  13.99  10.33   3.84  11.36   7.76   5.90  10.38   7.34  11.40  13.80
193412  -0.42  -3.70  -2.22   1.21   1.42  -0.14  -0.93   0.13   2.87   1.90
193501  -6.89  -6.04  -7.70  -5.10  -4.10  -0.70  -2.59  -1.73  -0.89  -0.46
193502 -21.26 -12.84  -7.06  -8.22  -5.06  -3.21  -1.13   2.01   3.06   3.27
193503   1.32  -3.91  -9.30  -7.10  -0.20  -5.66  -2.76  -2.95  -4.90  -1.31
193504   8.69  14.65  11.58  13.50  11.28   7.88   9.53   7.46   7.73   6.29
193505   4.72  11.09   3.98   2.86   7.40   4.91   2.89   4.26   2.59   1.54
193506  -0.16   5.17  11.85   7.80   8.76   5.31   4.08   5.09   6.24   6.73
193507  11.43  14.84  13.55  12.39   6.49   8.11   7.34   6.89   5.42   6.82
193508  18.92  23.27   3.45  -0.52   0.32   3.30   3.97   2.66   0.81   3.53
193509 -12.40   1.06  -3.74   0.40  -1.11   3.18   4.09   2.68   4.87   8.76
193510   7.69   8.44   3.57   9.73   5.82   3.89   6.77   8.24   8.64  12.11
193511  18.83   6.03   6.97   4.65   3.75   2.52   5.83   3.48   5.97   2.97
193512  -0.39   6.15   4.23   4.16   6.34   2.21   1.81   3.05   5.99   8.10
193601  11.53   8.88   6.24   8.93   4.23   8.44   5.56   5.53   5.85  12.70
193602   2.17   0.42   1.80  -0.22   6.66   3.09   3.28   3.59   1.94   1.34
193603  -1.05  -0.05   0.66   0.70   0.79  -1.55   5.60  -1.62   1.02   5.64
193604  -2.91  -3.93  -7.90  -7.44  -6.87 -10.12 -12.35 -10.85 -12.36 -12.62
193605   4.73   2.54   4.01   4.77   6.90   3.67   7.45   4.91   7.91   8.50
193606   3.17   2.08   3.20   1.46   2.43   3.24   1.81   4.21   3.90  -0.83
193607   0.95   3.00   2.88   7.11   9.00   8.54  11.76   5.26  12.25   9.67
193608   1.06   0.48  -0.22   1.88   3.40  -0.56  -1.03  -0.34   2.35  -0.33
193609   1.45  -0.64   4.92  -0.33  -0.42   2.65   1.10   0.98   3.35   1.59
193610   7.25   3.86   4.35   6.54   5.92   8.19   9.48   5.45  11.92   7.77
193611   1.87   5.11   2.63   4.09   3.36   2.56   1.25   6.10   2.27   3.11
193612  -1.37  -0.29  -0.18  -0.59  -0.84  -0.75  -0.23   0.21   3.59   4.03
193701   0.46   4.59   4.38   2.13   2.17   4.82   2.64   5.15   1.69   4.58
193702  -0.37   1.15  -0.11   0.23  -0.30  -0.59   1.23   3.06   6.31   3.15
193703  -1.67  -1.50  -1.25  -1.67  -1.70  -1.36   1.09   5.14  -0.25   3.58
193704 -10.79  -6.85  -6.07  -6.09  -5.61  -5.54  -4.65  -8.09 -13.71 -14.76
193705  -1.92  -1.22  -0.27  -0.22   0.17  -1.59  -2.56  -0.71   0.39  -1.94
193706  -4.69  -3.90  -4.15  -4.40  -4.23  -4.66  -4.76  -2.15  -4.43  -6.96
193707  11.69  11.18   7.01   6.50   8.06   8.48   9.31   9.23  11.64   9.84
193708  -8.07  -2.94  -5.22  -3.59  -4.76  -4.60  -3.14  -5.68  -6.88  -7.43
193709 -17.15  -9.84 -10.84  -7.04 -11.51 -14.31 -15.48 -18.64 -19.08 -20.60
193710  -6.20  -9.51  -7.02  -9.60  -8.74  -8.85  -8.46  -9.85 -11.74 -12.24
193711  -2.80  -8.71  -6.15  -9.79  -8.01  -9.62  -8.81  -5.01 -10.14 -10.82
193712 -15.89  -5.97  -8.02 -11.94  -9.29  -2.98  -2.87  -2.58  -2.05  -0.81
193801   7.59   4.71  -0.71   1.14  -1.11   4.60   2.06   0.38  -0.69  -1.12
193802   9.16   9.84   5.89   9.51   5.98   7.45   7.09   8.25   6.81   1.72
193803 -42.22 -40.30 -33.57 -32.54 -31.36 -30.92 -25.72 -23.95 -22.85 -17.32
193804  24.82  24.34  22.33  17.15  17.11  18.94  16.70  14.62  11.95  13.94
193805  -8.11  -9.01 -11.31  -8.23  -8.30  -7.78  -5.44  -6.30  -3.15   0.66
193806  43.82  43.24  42.60  40.67  39.78  35.31  31.99  27.45  16.33  10.59
193807  22.55   7.15  10.26  13.72  10.83   7.43  13.61   5.82   4.18   4.96
193808  -7.76  -5.28  -4.91  -8.20  -3.50  -5.05   0.27  -4.31  -2.23  -1.29
193809  -4.25  -0.10  -2.34  -0.41  -0.80   0.94   1.74   1.54   1.35  -0.21
193810  22.42  14.89  16.61   9.58   6.88   6.20   6.63   6.50   7.48   6.96
193811 -12.52  -5.38  -3.59  -3.76  -2.34  -1.70  -0.93  -1.95  -0.60  -1.42
193812   0.94   4.46   6.01   3.36   4.33   3.82   3.80   3.70   2.86   8.76
193901  -4.18  -6.35  -3.32  -5.12  -6.96  -7.08  -6.39  -5.28  -7.77  -9.18
193902  -0.65   0.33   4.74   3.33   1.61   2.57   4.00   5.34   5.35   4.70
193903 -16.60 -10.29 -15.25 -11.46 -13.97 -12.97  -7.72  -8.29 -15.69 -18.24
193904   0.49  -0.65  -0.61  -1.43   1.12  -1.43  -1.11   0.63  -0.01   2.20
193905   3.55   6.83   4.26   5.31   5.13   7.49   7.31   6.65   8.17   9.12
193906 -12.44  -5.27  -6.73  -4.71  -7.11  -5.49  -4.19  -5.22  -4.16  -6.09
193907  10.22  17.21  11.72  10.67   9.51  10.72   9.87   8.01   9.84  13.37
193908 -15.29 -12.88 -11.88 -11.48  -7.15  -7.15  -7.02  -6.82  -5.02  -4.23
193909  52.38  42.74  33.71  25.46  30.09  21.98  13.49  10.17   8.56   7.94
193910  -7.05  -2.96  -3.82  -3.89  -3.46  -0.09  -1.03   1.27   1.55   4.96
193911  -6.44  -7.00  -3.30  -2.85  -3.03  -5.87  -1.91  -2.54  -3.90  -6.64
193912  -0.72   0.06  -0.29   1.77   4.47   3.16   3.44   3.64   4.17   7.19
194001  -0.88  -3.31  -3.17  -4.15  -5.41  -2.60  -2.21  -2.03  -0.26   0.01
194002  -1.88  -0.73   0.75   0.84   0.12   2.89   0.97   1.26   2.08   5.31
194003   2.96   0.39   3.51   2.02   2.74   1.73   1.46   2.65   0.93   4.35
194004  -4.19   0.03  -1.94  -0.53   0.82   0.69  -0.62   0.88   4.54   3.62
194005 -26.14 -28.08 -25.77 -18.46 -20.68 -22.48 -22.09 -21.21 -25.08 -28.38
194006   9.41   7.56   5.57   7.95   5.93   7.94   9.20   1.66   4.87   6.22
194007   1.35   3.57   4.44   3.60   1.97   4.36   2.21   3.49   2.76   4.38
194008   6.74   3.75   4.01   1.46   2.06   1.63   3.97   0.80   0.67   2.21
194009   1.90   1.16   4.59   1.12   2.36   2.58   2.52   2.98   3.01   0.58
194010   4.73  12.96   8.07  11.08   6.10   1.63   3.81   1.32  -0.40   2.66
194011  -1.77  -3.59   0.20  -1.50   1.18  -1.49  -4.69  -1.70  -0.71  -0.65
194012  -4.25   0.64  -0.04   0.86   0.21   0.62   0.92   0.98   1.14   1.81
194101   0.82  -1.70  -1.51  -3.16  -4.52  -4.55  -5.67  -5.20  -3.49  -5.14
194102  -2.29  -3.51  -1.23  -1.22  -1.50  -1.55  -1.71  -2.12  -0.15  -2.36
194103  -3.34   0.08  -0.85   1.79   0.14  -0.11   0.42   2.33   2.52  -0.72
194104 -11.78  -8.47  -7.16  -3.90  -3.84  -7.09  -5.30  -5.53  -3.27  -4.82
194105   1.40  -1.05  -1.03   1.30   2.02   2.64   0.28   1.87   2.53   1.29
194106   5.40   6.05   6.53   7.60   5.29   4.00   6.45   4.73   5.46   4.02
194107   9.67   6.90   5.39   2.76   3.32   7.19  10.09   9.58   9.26   8.22
194108  -2.19   0.69   0.28  -0.61   1.18   0.38  -0.28  -1.11  -1.35  -0.47
194109   1.74   0.27  -0.89  -0.78  -1.01  -0.37  -2.37  -1.82  -3.88  -0.63
194110 -10.87  -7.95  -5.48  -6.07  -5.89  -7.18  -3.87  -2.31  -0.36   1.72
194111  -9.08  -0.92  -3.53  -2.97  -3.44  -3.42   0.89   2.33  -0.01   0.48
194112 -10.09  -5.04  -6.49  -0.74  -5.04  -1.71  -1.61  -6.40  -7.99  -7.89
194201  10.65   5.81   3.70   4.90  -3.10   3.13  -3.65  -1.45   2.87   0.27
194202  -0.65  -0.47  -2.76  -0.17  -2.90  -3.92  -4.09  -3.07  -3.14  -3.11
194203 -12.57  -5.10  -5.58  -7.82  -6.85  -7.43  -5.71  -7.00  -7.42  -5.46
194204   0.70  -4.72  -3.98  -3.92  -6.62  -3.75  -5.55  -5.70  -4.95  -1.84
194205   9.51  10.69   6.27   6.60   4.88   7.08   5.40   0.56   3.84   0.91
194206   2.54   5.04   1.46   3.46   3.20   1.93   4.63   1.54   1.64   1.18
194207   2.86   0.55   3.97   2.56   3.18   4.72   5.12   2.18   4.02   7.27
194208   1.97   1.03   3.26   1.59   1.34   2.15   1.62   1.98   2.76   1.31
194209   5.18   2.71   3.26   1.25   2.09   3.15   2.64   2.56   2.97   5.47
194210  14.11  11.05   7.33   6.43   6.28   5.40   6.01   6.61   7.81   7.30
194211  -1.52   0.67   2.79  -0.11  -0.99  -1.43   0.36  -0.25  -0.98  -1.58
194212   2.13   3.53   2.33   4.75   8.14   4.66   7.51   7.86   5.36   6.45
194301  10.90   7.88   7.53   5.02   9.62   7.97   6.79   6.30   8.18   9.06
194302  15.04   4.40   5.28   6.19   6.18   3.71   5.90   5.16   8.49   9.27
194303   9.10   6.76   3.13   6.40   4.01   6.35   5.31   9.28   9.86  12.40
194304  -2.71  -1.67   1.26  -0.14   0.41  -0.94   1.00   2.45   4.46  12.93
194305   3.76   5.07   5.04   5.76   5.09   6.72   6.59   6.25   7.77  15.85
194306   2.02   0.54   2.99   3.51   1.79   2.87   1.49   3.60   0.98  -3.61
194307  -1.82  -4.89  -4.21  -4.02  -5.74  -5.57  -5.76  -4.45  -7.83 -13.43
194308   0.56   0.55   0.86   1.78   3.17   1.49   2.79  -0.15   2.79  -1.14
194309   1.01   2.09   2.34   2.92   2.87   2.34   2.83   1.79   3.40   6.08
194310  -0.01  -1.04  -0.81  -1.57  -1.19  -1.57  -2.39  -0.25  -1.82   0.36
194311  -7.60  -5.29  -3.58  -5.23  -6.29  -6.26  -3.81  -9.02 -11.02 -14.32
194312   3.84   5.94   4.55   7.19   8.64   6.94   9.37  12.10  12.34  15.60
194401   0.86   2.36   1.14   3.85   1.76   1.63   2.03   4.66   1.29   3.14
194402   0.93  -0.69  -0.40   1.95   0.35   1.40   0.47   0.25   0.18   0.18
194403   0.92   2.13   1.83   2.24   1.70   2.99   3.76   2.68   6.65   7.73
194404  -3.86  -1.83  -1.65  -2.26  -1.45  -1.70  -1.03  -1.09  -1.75  -2.48
194405   3.36   3.50   4.25   5.70   3.69   6.17   5.87   6.91   6.59   5.90
194406  14.57  11.57   5.56   6.12   4.83   4.17   4.95   5.37   5.83   2.57
194407  -2.61  -1.40  -1.29  -1.94  -1.33  -0.32  -2.79  -1.06  -1.11  -2.56
194408  -0.43   0.68   0.84   2.56   1.90   1.86   2.98   3.98   5.57   6.90
194409  -0.27   0.03   0.75  -0.34   0.48  -0.31  -1.66  -0.77  -0.52  -2.01
194410   1.82   0.44   0.87   0.03   0.02  -1.13  -0.90  -0.92  -1.77  -2.63
194411   1.72   1.44   0.93   2.35   1.44   2.05   1.92   2.92   2.28   3.49
194412   3.85   1.68   4.65   3.47   3.75   6.51   9.15   8.68   9.43   9.87
194501   3.27   0.67   2.87   2.18   2.28   0.93   1.00   1.60   2.98   3.26
194502   6.24   5.17   4.87   6.13   5.93   8.03   7.10   9.47   7.35  10.82
194503  -2.09  -3.79  -3.57  -3.84  -4.41  -4.33  -5.60  -5.88  -6.52  -5.57
194504   4.64   7.22   8.04   7.19   9.21  10.70   9.33   8.70  12.66  14.50
194505   2.49   1.49   2.11   1.24   0.57   2.20   2.05   2.19   3.05   1.75
194506   0.37  -0.99  -0.29  -0.90  -1.40   0.55   1.78   2.94   6.73   7.94
194507  -2.49  -0.57  -2.93  -0.96  -2.49  -1.88  -2.02  -2.81  -5.44  -8.29
194508   7.64   5.71   5.99   7.43   7.06   7.36   5.77   5.06   3.95   2.94
194509   6.50   4.94   2.41   4.60   4.70   5.25   5.70   6.14   8.08   8.23
194510   5.21   3.41   3.18   4.70   2.26   6.33   2.95   3.93   3.91   9.15
194511   4.36   4.51   1.91   6.37   4.23   7.41   7.86  11.16  11.90   8.88
194512   0.39   1.44   0.15   0.30   1.08   1.64   0.91   2.38   3.29   5.75
194601   4.79   4.41   4.75   6.86  11.60   6.52   8.93   9.72   5.19  11.35
194602  -4.46  -5.56  -5.79  -5.21  -5.81  -5.41  -8.11  -6.78  -7.72  -6.61
194603   8.09   2.99   7.79   5.35   6.22   5.68   7.53   8.99   7.33   8.34
194604   4.65   3.89   4.01   3.02   4.43   5.05   4.58   6.83   5.06   4.77
194605   4.97   3.88   2.84   4.93   4.17   3.64   4.92   2.50   5.69   3.17
194606  -4.41  -1.57  -1.66  -4.18  -5.14  -5.11  -5.80  -5.24  -6.50  -4.36
194607  -3.79  -1.89  -2.63  -2.11  -2.99  -3.43  -2.37  -3.52  -3.51  -2.46
194608  -7.67  -6.72  -7.05  -5.34  -5.35  -5.64  -6.82  -7.69  -5.84  -6.67
194609 -14.53 -11.47  -7.41  -9.54  -8.13 -10.24  -8.11  -9.86 -10.68 -14.32
194610  -2.84  -2.79  -1.48  -2.44  -0.18  -0.19  -0.43  -1.06  -1.31  -1.63
194611  -3.94  -2.02   1.55  -1.57   0.74   2.52   1.52  -0.82  -1.48   0.31
194612   3.80   3.56   6.41   3.51   5.79   4.64   5.13   3.70   5.00   7.49
194701   5.79   4.57   8.63   4.82   1.93   2.05   1.24  -0.66  -0.88  -2.99
194702   0.04  -2.24   0.73  -1.65  -0.33  -1.65   0.18  -1.24  -1.84  -2.40
194703  -6.95  -4.44  -3.38  -2.80  -1.22  -1.23  -1.91  -0.63  -0.30  -0.62
194704 -11.50  -8.84  -8.29  -6.77  -4.39  -4.35  -3.42  -2.31  -5.78  -4.65
194705  -6.99  -3.08  -3.68  -1.50   0.46  -0.01  -1.27  -0.34  -1.04  -0.45
194706   7.42   4.69   5.89   7.21   4.49   6.25   6.32   5.75   4.36   5.23
194707   9.05   9.67   5.93   7.04   6.51   4.40   5.64   3.69   2.16   3.81
194708  -5.51  -4.36  -3.04  -2.05  -3.26  -2.59  -0.83  -0.41  -1.13  -2.45
194709   3.82  -0.89  -0.44  -0.66   0.11   0.03  -0.26  -1.73  -0.44  -0.08
194710  -0.54   2.18   2.81   1.37   0.91   3.33   3.35   2.45   2.80   4.49
194711  -5.83  -4.01  -5.00  -3.99  -1.57  -2.68  -0.02  -0.18  -1.48  -0.41
194712  -0.42   0.45   1.30   2.93   1.66   2.79   4.48   3.67   3.48   5.33
194801  -0.15  -0.24  -1.72  -1.59  -2.37  -4.42  -4.76  -3.81  -6.20  -4.71
194802  -8.10  -6.76  -5.24  -4.79  -3.00  -4.43  -5.29  -3.59  -4.25  -3.66
194803  14.70  11.57   7.19  11.18   7.31   5.49   6.79   9.13   8.29  12.81
194804   0.47   1.14   2.08   2.01   2.80   1.37   3.08   5.05   6.97   7.03
194805   7.27   6.63   4.20   9.49   7.79   8.07   5.82   7.65  10.02   7.76
194806  -5.19  -1.82  -0.37  -0.76  -1.41   1.56   0.36   1.07   0.04   3.30
194807  -3.30  -3.96  -3.46  -4.48  -5.80  -5.46  -5.68  -5.25  -6.03  -6.08
194808   1.15   0.92   0.68  -0.44   0.59   1.26  -0.11  -0.13   0.82  -0.18
194809  -6.35  -3.23  -1.27  -1.78  -1.66  -2.93  -2.83  -3.36  -3.96  -5.92
194810   4.05   4.95   5.18   4.04   3.56   5.57   7.89   7.35   7.14   7.07
194811 -15.85  -8.78 -11.27  -7.45  -7.71  -8.23  -8.03 -10.02  -9.80 -11.72
194812  -0.58   0.45   0.13   5.17   2.37   2.81   2.00   4.26   4.37   5.51
194901   5.91   3.64   0.71   2.14   1.48  -0.14   1.41  -0.68  -1.52  -1.35
194902  -5.27  -3.01  -3.47  -1.55  -1.59  -3.33  -1.63  -2.55  -4.24  -4.20
194903   9.04   5.50   4.76   4.67   2.60   3.58   4.37   4.17   3.78   6.84
194904  -4.73  -5.45  -3.70  -3.52  -1.78  -0.66  -2.30  -1.34  -1.57  -0.48
194905  -6.81  -4.86  -4.27  -3.94  -3.72  -3.58  -1.90  -2.39  -1.20  -2.21
194906   1.30  -0.01   1.90   1.36   0.26  -1.12  -0.22   1.39  -0.37  -0.48
194907   7.11   7.07   6.98   6.60   6.23   5.65   6.52   5.35   3.86   4.80
194908   2.45   3.30   0.98   3.24   3.45   2.90   1.63   2.51   3.79   2.32
194909   6.05   5.93   5.17   2.82   2.85   3.27   2.03   2.25   3.25   4.37
194910   3.96   2.84   3.00   3.11   4.08   2.57   3.04   3.06   1.81   5.18
194911  -0.82   0.50   2.72  -1.20   1.35   1.45   2.82   2.24   2.97   3.67
194912  10.56   5.62   6.82   4.51   3.28   3.92   5.60   6.79   4.68   6.44
195001   5.80   4.71   2.87   1.99   0.96   0.50   0.41   1.99   1.44   2.85
195002  -0.47   0.53   0.22   0.71   1.22   1.15   1.60   2.78   2.86   2.06
195003  -2.57   2.24   1.72   1.73   0.55   0.42   0.59   2.91   0.01   1.87
195004   5.27   4.27   2.47   2.68   3.93   2.63   3.15   3.87   8.65   3.28
195005   3.13   4.42   5.07   2.92   4.45   4.10   3.82   4.27   6.10   3.54
195006  -5.78  -5.01  -5.13  -5.12  -4.92  -7.69  -6.47  -6.55  -5.53  -7.25
195007   2.74   6.70  -1.16   2.72   4.10   3.71   1.90   0.93  -0.84   0.39
195008   3.27   1.78   3.67   3.65   3.43   4.44   5.24   5.42   7.90   7.95
195009   5.85   5.43   4.57   5.74   4.23   3.44   4.65   5.10   5.96   3.87
195010  -0.76  -2.33   0.60  -0.23  -0.01  -0.43   0.22   0.61   0.49   1.70
195011  -1.85  -0.19   0.25   4.27   3.92   7.61   1.93   4.28   6.09   1.47
195012   1.98   2.40   3.29   6.06   7.36   5.67   7.24   8.40   4.50   9.57
195101   5.02   5.20   3.90   2.53   7.38   3.38   6.78   5.78   7.78   6.37
195102   2.68   2.01   3.27   1.47   2.28   2.01   1.63   0.90  -0.04  -0.72
195103  -0.10  -2.03  -1.36  -0.07  -2.36  -3.35  -0.88  -3.01  -3.22  -4.90
195104   0.57   0.46   2.01   2.34   3.57   7.32   6.13   8.85   8.40   7.76
195105  -1.30  -0.89  -0.83  -2.57  -2.34  -2.44  -3.76  -1.83  -2.49  -3.73
195106  -2.01  -0.86  -1.35  -3.07  -2.12  -4.35  -2.04  -3.90  -0.52  -3.99
